Group,Best_Combination,Max_Clipiqa,Max_Score_Sum,Similarity,Threshold
00118_00,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.89404,3.36485275,0.300593,0.3
00120_00,WebPhoto_v2_prompt_version_3_cfg_scale_6_strength_0.6_steps_100_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.905345,3.36400073,0.40472,0.3
00120_01,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.8_steps_100_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.909858,3.30628069,0.365024,0.3
00121_00,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.90212,3.34319916,0.668268,0.3
00126_00,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.6_steps_75_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.855657,3.2857484099999996,0.375827,0.3
00127_01,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.912745,3.28888391,0.347313,0.3
00129_00,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.901986,3.4222305299999998,0.540529,0.3
00130_02,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.899668,3.46350466,0.334851,0.3
00131_00,WebPhoto_v2_prompt_version_1_cfg_scale_8_strength_0.9_steps_100_captioner_none_swindegrad_v0,0.836099,3.19284996,0.33413,0.3
00134_00,WebPhoto_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.890658,3.33723579,0.477627,0.3
00135_00,WebPhoto_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.881227,3.3355810100000003,0.416902,0.3
00135_01,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_50_captioner_none_swindegrad_v0,0.891257,3.3228278,0.319532,0.3
00136_00,WebPhoto_v2_prompt_version_3_cfg_scale_4_strength_0.9_steps_30_captioner_none_swindegrad_v0,0.863953,3.3672001099999997,0.847765,0.3
00137_00,WebPhoto_v2_prompt_version_1_cfg_scale_9_strength_0.9_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.888894,3.34962508,0.348304,0.3
10000_00,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.918056,3.4037413900000004,0.708745,0.3
10000_04,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.908544,3.3882359500000003,0.448447,0.3
10000_05,WebPhoto_v2_prompt_version_1_cfg_scale_5_strength_0.6_steps_100_captioner_none_swindegrad_v0,0.867298,3.3676615200000004,0.546299,0.3
10000_06,WebPhoto_v2_prompt_version_1_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.888245,3.3858694700000003,0.420333,0.3
10001_00,WebPhoto_v2_prompt_version_3_cfg_scale_4_strength_0.8_steps_75_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.875835,3.4484790500000004,0.81731,0.3
10003_00,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.9_steps_50_captioner_none_swindegrad_v0,0.87834,3.1380764,0.467047,0.3
10008_01,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.860474,3.13966207,0.309638,0.3
10016_01,WebPhoto_v2_prompt_version_3_cfg_scale_5_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.886814,3.39358731,0.6159,0.3
10016_03,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.871511,3.3881218,0.498333,0.3
10018_00,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.892723,3.3885367200000003,0.526248,0.3
10018_02,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.891774,3.33897026,0.329645,0.3
10021_01,WebPhoto_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.891712,3.41907798,0.569037,0.3
10025_00,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.898593,3.40209852,0.386748,0.3
10026_01,WebPhoto_v2_prompt_version_1_cfg_scale_9_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.846956,3.2567145800000006,0.327739,0.3
10029_00,WebPhoto_v2_prompt_version_3_cfg_scale_6_strength_0.7_steps_100_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.88061,3.4039704299999998,0.521543,0.3
10031_00,WebPhoto_v2_prompt_version_3_cfg_scale_7_strength_0.6_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.901314,3.39457214,0.579746,0.3
10032_02,WebPhoto_v2_prompt_version_1_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.831181,3.20272647,0.331337,0.3
10034_02,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v0,0.869868,3.42928034,0.768079,0.3
10037_00,WebPhoto_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.876963,3.4589041,0.653321,0.3
10037_02,WebPhoto_v2_prompt_version_1_cfg_scale_4_strength_0.6_steps_75_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.891854,3.4849962,0.565666,0.3
10038_00,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_50_captioner_none_swindegrad_v0,0.894336,3.3351598000000005,0.497587,0.3
10038_01,WebPhoto_v2_prompt_version_3_cfg_scale_6_strength_0.6_steps_100_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.849487,3.30814688,0.342185,0.3
10039_01,WebPhoto_v2_prompt_version_3_cfg_scale_6_strength_0.7_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0010000,0.903672,3.3998708399999997,0.43372,0.3
10040_01,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.861623,3.1759559299999998,0.314438,0.3
10043_01,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_100_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.92447,3.41485824,0.795045,0.3
10044_01,WebPhoto_v2_prompt_version_1_cfg_scale_9_strength_0.7_steps_30_captioner_none_swindegrad_v2_swindegrad_pt_0030000,0.893297,3.4429979999999993,0.446257,0.3
10045_01,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.886644,3.2019311399999997,0.391755,0.3
10047_02,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.88132,3.4193234199999996,0.7424,0.3
10048_00,WebPhoto_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.924399,3.45758418,0.661253,0.3
10049_01,WebPhoto_v2_prompt_version_3_cfg_scale_6_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.89172,3.41102856,0.394537,0.3
Amy_Gale_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.889279,3.39998526,0.606213,0.6
Andre_Bucher_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.8_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.883634,3.41801276,0.724549,0.6
Annette_Lu_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.871614,3.34546388,0.786613,0.6
Arie_Haan_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.872177,3.4349118499999998,0.729315,0.6
Barbara_Brezigar_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.906604,3.45082556,0.843116,0.6
Barry_Switzer_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.816623,3.1457751199999997,0.789661,0.6
Bill_Sizemore_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.844403,3.3619752099999998,0.719376,0.6
Billy_Boyd_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.886466,3.43284432,0.622589,0.6
Bob_Colvin_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.879224,3.36093507,0.724388,0.6
Bonnie_Fuller_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.9_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.892477,3.40640104,0.902821,0.6
Carlton_Dotson_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.880523,3.22710111,0.752345,0.6
Caroline_Link_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.915438,3.3860981299999997,0.683,0.6
Chanda_Rubin_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.939429,3.44510266,0.627891,0.6
Chris_Cirino_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.886362,3.47073337,0.71946,0.6
Christopher_Russell_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.854329,3.37056531,0.667043,0.6
Ciaran_Hinds_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.6_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.907017,3.48159258,0.647249,0.6
Clark_Randt_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.6_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.851225,3.36801848,0.643046,0.6
Dan_Bylsma_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.899362,3.4725646200000004,0.714436,0.6
Dave_McGinnis_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.877458,3.44304483,0.664298,0.6
David_Carradine_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.9_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.871558,3.3823403799999996,0.847879,0.6
David_Howard_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.845331,3.28176528,0.672539,0.6
David_Stern_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_1.0_steps_30_captioner_none_swindegrad_v0,0.810088,3.36881433,0.895107,0.6
Derrick_Battie_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.868196,3.42206328,0.685964,0.6
Derrick_Taylor_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.884369,3.4344648700000002,0.603618,0.6
Doug_Collins_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.7_steps_100_captioner_none_swindegrad_v0,0.884895,3.43042549,0.679614,0.6
Earl_Fritts_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.87519,3.4169042,0.644888,0.6
Edward_Seaga_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.875328,3.43355624,0.865444,0.6
Eliane_Karp_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.8_steps_50_captioner_none_swindegrad_v0,0.883528,3.4010737000000004,0.819435,0.6
Elizabeth_Smart_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.9_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.894876,3.45547631,0.733884,0.6
Elsa_Zylberstein_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.8_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.875644,3.40782233,0.698153,0.6
Eric_Lindros_0001_00,LFW_v2_prompt_version_1_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.864237,3.32297189,0.631057,0.6
Eric_Vigouroux_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.8_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.894829,3.34494874,0.723237,0.6
Ernie_Fletcher_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.87036,3.38181592,0.646444,0.6
Francis_Ricciardone_0001_00,LFW_v2_prompt_version_3_cfg_scale_6_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.889111,3.4711060099999997,0.816513,0.6
Frank_Pallone_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.861474,3.38886779,0.667383,0.6
Franklin_Damann_0001_00,LFW_v2_prompt_version_1_cfg_scale_7_strength_1.0_steps_50_captioner_none_swindegrad_v0,0.873681,3.33406044,0.698378,0.6
Goran_Zivkovic_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.854114,3.40093627,0.69928,0.6
Gordon_Campbell_0001_00,LFW_v2_prompt_version_1_cfg_scale_7_strength_0.8_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.87217,3.43784695,0.750018,0.6
Gregory_Peck_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_100_captioner_none_swindegrad_v0,0.86435,3.3368236700000002,0.634638,0.6
Gwyneth_Paltrow_0001_00,LFW_v2_prompt_version_3_cfg_scale_6_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.863134,3.39167258,0.714827,0.6
Ismail_Khan_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.7_steps_100_captioner_none_swindegrad_v0,0.90121,3.4480552600000003,0.703292,0.6
James_Comey_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.857023,3.4244691499999997,0.643789,0.6
James_Kopp_0001_00,LFW_v2_prompt_version_3_cfg_scale_6_strength_0.6_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.861283,3.35040277,0.610958,0.6
James_Smith_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.813463,3.30728774,0.798732,0.6
Janica_Kostelic_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.909684,3.45367149,0.622277,0.6
Jean-Claude_Juncker_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_30_captioner_none_swindegrad_v0,0.850827,3.3932822299999996,0.619131,0.6
Jean-Marc_de_La_Sabliere_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_50_captioner_none_swindegrad_v0,0.876961,3.44129856,0.62159,0.6
Jim_Jeffords_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_1.0_steps_30_captioner_none_swindegrad_v0,0.88582,3.4309594199999998,0.920731,0.6
Joaquin_Phoenix_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_75_captioner_none_swindegrad_v0,0.924621,3.40357397,0.815905,0.6
John_Mabry_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_1.0_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.883426,3.3468447,0.606281,0.6
John_Nash_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.913588,3.49628382,0.628837,0.6
Judi_Patton_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.928014,3.46609552,0.600125,0.6
Kurt_Warner_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_1.0_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.889501,3.4192372100000004,0.903022,0.6
Kyoko_Nakayama_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.852374,3.3862178399999996,0.677699,0.6
LK_Advani_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.856612,3.36609905,0.862305,0.6
Lena_Katina_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.6_steps_30_captioner_none_swindegrad_v0,0.854563,3.37284353,0.663764,0.6
Leslie_Wiser_Jr_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.862105,3.35651016,0.704055,0.6
Manuel_Jesus_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.931467,3.4785928700000004,0.827573,0.6
Maria_Shriver_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.889164,3.42798755,0.612775,0.6
Mario_Jardel_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.9_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.848634,3.3789266,0.810368,0.6
Mark_Andrew_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.9_steps_50_captioner_none_swindegrad_v0,0.865018,3.34914766,0.781719,0.6
Mark_Mishkin_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.856582,3.3406188799999996,0.60886,0.6
Martin_Frost_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.8_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.870534,3.43517207,0.840014,0.6
Matthew_During_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.87808,3.44737031,0.664093,0.6
Melissa_Joan_Hart_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.872491,3.3923129800000003,0.60505,0.6
Mike_Duke_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.855725,3.36055554,0.785479,0.6
Mitchell_McLaughlin_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.879405,3.34367514,0.60905,0.6
Monica_Lewinsky_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.888657,3.35299354,0.700907,0.6
Nuon_Chea_0001_00,LFW_v2_prompt_version_3_cfg_scale_6_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.898125,3.4498790699999997,0.699449,0.6
Oracene_Williams_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_1.0_steps_100_captioner_none_swindegrad_v0,0.887394,3.4168359300000004,0.880925,0.6
Patti_Labelle_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.8_steps_30_captioner_none_swindegrad_v0,0.902432,3.44079279,0.697741,0.6
Paul_Michael_Daniels_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.901048,3.3489919200000005,0.707995,0.6
Paula_Locke_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.892574,3.42890538,0.648516,0.6
Pedro_Alvarez_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.8_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.857328,3.4304477899999997,0.748211,0.6
Peter_Camejo_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.6_steps_100_captioner_none_swindegrad_v0,0.861912,3.41269946,0.628207,0.6
Phillip_Fulmer_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.891101,3.43378184,0.640542,0.6
Pieter_Bouw_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.875992,3.47123191,0.613372,0.6
Placido_Domingo_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.886495,3.45486606,0.622177,0.6
Portia_de_Rossi_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.881075,3.4701315,0.616158,0.6
Ray_Liotta_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_1.0_steps_30_captioner_none_swindegrad_v0,0.864684,3.38698035,0.945302,0.6
Rita_Moreno_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_100_captioner_none_swindegrad_v0,0.927125,3.42619583,0.611661,0.6
Rod_Thorn_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.9_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.904325,3.4520439800000005,0.792063,0.6
Roger_Suarez_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.883329,3.3919809599999997,0.718708,0.6
Rudolf_Schuster_0001_00,LFW_v2_prompt_version_1_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.872494,3.4229569900000003,0.65732,0.6
Sarah_Wynter_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.867753,3.4287917000000006,0.735524,0.6
Scott_Dickson_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.9_steps_50_captioner_none_swindegrad_v0,0.828722,3.3542909499999998,0.91126,0.6
Shanna_Zolman_0001_00,LFW_v2_prompt_version_3_cfg_scale_6_strength_0.7_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.871059,3.43835252,0.608492,0.6
Shaukat_Aziz_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.7_steps_30_captioner_none_swindegrad_v0,0.884849,3.4129275100000003,0.766885,0.6
Shirley_Jones_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.6_steps_30_captioner_none_swindegrad_v0,0.896816,3.50462437,0.601295,0.6
Stephen_Glassroth_0001_00,LFW_v2_prompt_version_3_cfg_scale_7_strength_0.6_steps_75_captioner_none_swindegrad_v0,0.839558,3.28695909,0.602706,0.6
Steven_Van_Zandt_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_1.0_steps_30_captioner_none_swindegrad_v0,0.871153,3.36314691,0.688987,0.6
Stuart_Whitman_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.6_steps_100_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.912193,3.45415177,0.630609,0.6
Sue_Guevara_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_0.8_steps_30_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.903696,3.45226693,0.840931,0.6
Tammy_Lynn_Michaels_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_1.0_steps_30_captioner_none_swindegrad_v0,0.898247,3.3741066899999996,0.976633,0.6
Terri_Clark_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_100_captioner_none_swindegrad_v0,0.86858,3.3854219199999998,0.686214,0.6
Tom_Smothers_0001_00,LFW_v2_prompt_version_3_cfg_scale_8_strength_0.7_steps_75_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.901938,3.46065562,0.609632,0.6
Tommy_Franks_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.7_steps_50_captioner_none_swindegrad_v0,0.907083,3.44092985,0.629343,0.6
Tonya_Payne_0001_00,LFW_v2_prompt_version_3_cfg_scale_4_strength_0.6_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.876207,3.2525471799999996,0.642732,0.6
Will_Smith_0001_00,LFW_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0010000,0.882756,3.4033738,0.656543,0.6
William_Delahunt_0001_00,LFW_v2_prompt_version_3_cfg_scale_5_strength_1.0_steps_50_captioner_none_swindegrad_v3_swindegrad_pt_0030000,0.816674,3.3674791099999997,0.928362,0.6
002_Barack_Obama_00,CelebChild_v2_prompt_version_3_cfg_scale_9_strength_0.7_steps_30_captioner_none_swindegrad_v4_swindegrad_pt_0010000,0.905294,3.4011340800000003,0.60729,0.6
011_Jennifer_Aniston_00,CelebChild_v2_prompt_version_3_cfg_scale_5_strength_0.7_steps_30_captioner_none_swindegrad_v4_swindegrad_pt_0010000,0.850604,3.24022165,0.697587,0.6
